seq_run,bio,tech,hash,prop
7,PO201807C,1,a31d4e16bf8a39f654272a1186dba2dda26ab921,0.013727779940314001
7,PO201807A,3,a31d4e16bf8a39f654272a1186dba2dda26ab921,0.04666864519958451
7,TW201807C,1,a31d4e16bf8a39f654272a1186dba2dda26ab921,0.011603628273147357
7,TW201807C,3,a31d4e16bf8a39f654272a1186dba2dda26ab921,0.009597605001320772
7,PO201807A,1,a31d4e16bf8a39f654272a1186dba2dda26ab921,0.03542470088005537
7,PO201807C,1,c77678ba55303523ebfb97073b6920fb80c7b9db,0.10398339172181134
7,PO201807C,3,c77678ba55303523ebfb97073b6920fb80c7b9db,0.1031793195661863
7,PO201807A,3,c77678ba55303523ebfb97073b6920fb80c7b9db,0.03128555176336746
7,TW201807C,3,c77678ba55303523ebfb97073b6920fb80c7b9db,3.3019283261424674e-4
7,PO201807A,1,c77678ba55303523ebfb97073b6920fb80c7b9db,0.08744932265400969
7,PO201807C,1,e99d1668c1d0134c149b205d148ef407abb3e995,0.009471908654469962
7,PO201807C,3,e99d1668c1d0134c149b205d148ef407abb3e995,0.006487396622591987
7,PO201807A,3,e99d1668c1d0134c149b205d148ef407abb3e995,0.010857199386654795
7,TW201807C,1,e99d1668c1d0134c149b205d148ef407abb3e995,0.0605853157624508
7,TW201807C,3,e99d1668c1d0134c149b205d148ef407abb3e995,0.09023069472571982
7,PO201807A,1,e99d1668c1d0134c149b205d148ef407abb3e995,0.003695738158805498
7,TW201807C,3,36a62c766befb37d7b3aba4f083b7bfea68a54a4,0.020648058466144228
7,PO201807C,1,5ae1341da7ed3b29f88201563c85b12b0112a65a,0.003036200856364344
7,PO201807C,3,5ae1341da7ed3b29f88201563c85b12b0112a65a,0.002352300302084881
7,PO201807A,3,5ae1341da7ed3b29f88201563c85b12b0112a65a,0.003660285898006628
7,TW201807C,1,5ae1341da7ed3b29f88201563c85b12b0112a65a,9.584117747732329e-4
7,TW201807C,3,5ae1341da7ed3b29f88201563c85b12b0112a65a,0.005305098177335564
7,PO201807A,1,5ae1341da7ed3b29f88201563c85b12b0112a65a,6.550973993869277e-4
7,PO201807C,3,36c818db4090915c631f7ead3de271544a995e70,9.656811766453722e-4
7,PO201807C,1,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.02236927468535098
7,PO201807C,3,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.01871935819343337
7,PO201807A,3,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.028144630756294208
7,TW201807C,1,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.032551771350333734
7,TW201807C,3,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.05421766311525931
7,PO201807A,1,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,0.016315633343221597
7,PO201807C,1,b3b7552ad4cb087f2533f45f05c840503002203e,0.010535876475930971
7,PO201807C,3,b3b7552ad4cb087f2533f45f05c840503002203e,0.01096914772445897
7,PO201807A,3,b3b7552ad4cb087f2533f45f05c840503002203e,0.0074194984419053275
7,TW201807C,1,b3b7552ad4cb087f2533f45f05c840503002203e,0.006811569399281191
7,TW201807C,3,b3b7552ad4cb087f2533f45f05c840503002203e,0.00737430659505151
7,PO201807A,1,b3b7552ad4cb087f2533f45f05c840503002203e,0.010493918718481163
7,PO201807C,1,bc6b1aeae602820e9af67763214c3b38c6d34f7c,3.114052160373686e-4
7,TW201807C,3,bc6b1aeae602820e9af67763214c3b38c6d34f7c,0.0018931055736550145
7,PO201807A,1,bc6b1aeae602820e9af67763214c3b38c6d34f7c,0.0022372194205478096
7,PO201807C,1,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.09666536914493318
7,PO201807C,3,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.032758876838508394
7,PO201807A,3,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.01785625958351882
7,TW201807C,1,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.11158651377716926
7,TW201807C,3,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.05512019019107159
7,PO201807A,1,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,0.049404232176406604
7,TW201807C,3,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,0.0016949898740864664
7,PO201807C,1,586b5ccb86e1266dc4fbddeda2488b846b14c3b8,0.01012066952121448
7,PO201807C,3,586b5ccb86e1266dc4fbddeda2488b846b14c3b8,0.015029960877531818
7,TW201807C,1,586b5ccb86e1266dc4fbddeda2488b846b14c3b8,0.05846311826116721
7,TW201807C,3,586b5ccb86e1266dc4fbddeda2488b846b14c3b8,0.03409791318129788
7,PO201807C,3,8da6a90264f11ade3077e3ec214bc9995e17e14c,0.007477838855048779
7,TW201807C,3,8da6a90264f11ade3077e3ec214bc9995e17e14c,3.962313991370961e-4
7,PO201807A,1,8da6a90264f11ade3077e3ec214bc9995e17e14c,0.0013472757836448135
7,PO201807C,1,058e2596018fe9b891fd69d03f935a18a76378d9,0.0027507460749967563
7,PO201807A,1,058e2596018fe9b891fd69d03f935a18a76378d9,0.0010011865915158706
7,PO201807C,1,ea34eb13943fe77fd63f3c2487797ede41b143fa,0.012222654729466719
7,PO201807C,3,ea34eb13943fe77fd63f3c2487797ede41b143fa,0.010374882384984897
7,PO201807A,3,ea34eb13943fe77fd63f3c2487797ede41b143fa,0.0608646188850967
7,PO201807A,1,ea34eb13943fe77fd63f3c2487797ede41b143fa,0.05785869672698507
7,PO201807A,3,69574d05362ce02e1ba5067abec4a45cab1a34c8,0.0034129692832764505
7,TW201807C,3,69574d05362ce02e1ba5067abec4a45cab1a34c8,0.005195033899797482
7,PO201807A,1,69574d05362ce02e1ba5067abec4a45cab1a34c8,3.831701769999011e-4
7,PO201807C,1,7237bd9dda56dafaf30572f138dae69d125c24c6,0.0067730634488127675
7,PO201807C,3,7237bd9dda56dafaf30572f138dae69d125c24c6,0.005397910166889516
7,TW201807C,3,7237bd9dda56dafaf30572f138dae69d125c24c6,0.005921458131548825
7,PO201807A,1,7237bd9dda56dafaf30572f138dae69d125c24c6,7.910610105804411e-4
7,PO201807A,3,4b878acce00f9a3d5cdc1f3344ec325a7dd28784,0.0010387297818667458
7,TW201807C,3,8647a587597a7af76d37057ad104d6aace8702dd,6.163599542132605e-4
7,PO201807C,1,ce7a39cabc8fa6136cfc5af5c815fc5293218520,3.114052160373686e-4
7,PO201807A,3,ce7a39cabc8fa6136cfc5af5c815fc5293218520,3.462432606222486e-4
7,PO201807A,1,ce7a39cabc8fa6136cfc5af5c815fc5293218520,3.831701769999011e-4
7,PO201807A,3,a55f760aa6a6ee0f925c0e7341fed52678435c7a,5.440965524063907e-4
7,TW201807C,1,a55f760aa6a6ee0f925c0e7341fed52678435c7a,0.023515317473900392
7,TW201807C,3,a55f760aa6a6ee0f925c0e7341fed52678435c7a,0.00979572070088932
7,PO201807A,1,a55f760aa6a6ee0f925c0e7341fed52678435c7a,0.003473252249579749
7,TW201807C,3,e294b257e9eaf219586d0deec990b0d66720bb9b,0.003301928326142467
7,PO201807C,1,1224da688c3d6f0161bb02af5104f978c7e6348c,0.0015051252108472816
7,PO201807C,3,1224da688c3d6f0161bb02af5104f978c7e6348c,0.0017580349626108056
7,PO201807A,3,1224da688c3d6f0161bb02af5104f978c7e6348c,0.0014591680269080477
7,PO201807A,1,1224da688c3d6f0161bb02af5104f978c7e6348c,0.0016933649757737567
7,PO201807C,3,4f4d029d5364fb5e240f06116fef6dbf6b1a9546,0.010152032882682117
7,PO201807C,1,29a25f59c9ab313dba122a19685cb555355f2415,0.03708317114311665
7,PO201807C,3,29a25f59c9ab313dba122a19685cb555355f2415,0.03798345961471797
7,PO201807A,3,29a25f59c9ab313dba122a19685cb555355f2415,0.0302220903200277
7,TW201807C,1,29a25f59c9ab313dba122a19685cb555355f2415,0.09495122368646243
7,TW201807C,3,29a25f59c9ab313dba122a19685cb555355f2415,0.05974288984767104
7,PO201807A,1,29a25f59c9ab313dba122a19685cb555355f2415,0.029096212795411847
7,TW201807C,3,34f988857cf5cb7e15a946ca799fffd9c0d42b23,0.04479616095799947
7,PO201807C,1,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.0201894381730894
7,PO201807C,3,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.06217501114247512
7,PO201807A,3,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.012637879012712074
7,TW201807C,1,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.020948143077186378
7,TW201807C,3,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.005151008188782249
7,PO201807A,1,d8ed22edb9b4c9c2eccdde41cecb635458209e93,0.02674775042025116
7,PO201807C,1,4810b59efe58140a525dad9c5b07659f028b3a2f,0.0038147138964577656
7,PO201807C,3,4810b59efe58140a525dad9c5b07659f028b3a2f,0.0040855742088842665
7,PO201807A,3,4810b59efe58140a525dad9c5b07659f028b3a2f,0.02426175990503042
7,TW201807C,1,4810b59efe58140a525dad9c5b07659f028b3a2f,0.014513092589423241
7,TW201807C,3,4810b59efe58140a525dad9c5b07659f028b3a2f,0.008717090781016113
7,PO201807A,1,4810b59efe58140a525dad9c5b07659f028b3a2f,0.02637694057154158
7,PO201807C,3,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,0.0025008666369533998
7,PO201807A,3,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,0.001310778058069941
7,TW201807C,3,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,3.962313991370961e-4
7,PO201807A,1,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,0.011618708592900227
7,PO201807C,1,875ce85f025cb5d268981cdab4c6a9831ed3e015,1.8165304268846503e-4
7,TW201807C,1,875ce85f025cb5d268981cdab4c6a9831ed3e015,0.0022591134691083347
7,TW201807C,3,875ce85f025cb5d268981cdab4c6a9831ed3e015,8.36488509289425e-4
7,PO201807A,1,875ce85f025cb5d268981cdab4c6a9831ed3e015,5.932957579353308e-4
7,TW201807C,3,391312bf9c2c070b0d1afdbc609959fec1c1773a,0.02546887382231223
7,PO201807C,1,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.0089269495264045675
7,PO201807C,3,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.0032684593671074135
7,PO201807A,3,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.002671019439085918
7,TW201807C,1,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.09875064179359917
7,TW201807C,3,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.03669543013119662
7,PO201807A,1,df7a1a1426dc2c6c721e3f3dab91e4bd375bea8b,0.004956491644418076
7,PO201807C,3,00616a421c92928530cd4f6653722e00616d21e7,0.0011390085673253108
7,TW201807C,1,00616a421c92928530cd4f6653722e00616d21e7,1.3691596782474755e-4
7,TW201807C,3,00616a421c92928530cd4f6653722e00616d21e7,0.003918288280355728
7,PO201807A,1,00616a421c92928530cd4f6653722e00616d21e7,2.2248590922574905e-4
7,PO201807C,1,248f83207137950324efa63cfa3f4ec93cbdf537,0.006902815622161671
7,PO201807C,1,f2c557df3514fc8e0ed431a8826155df05706c32,0.001946282600233554
7,PO201807C,3,f2c557df3514fc8e0ed431a8826155df05706c32,3.218937255484574e-4
7,PO201807A,3,f2c557df3514fc8e0ed431a8826155df05706c32,0.0016817529801652076
7,TW201807C,3,f2c557df3514fc8e0ed431a8826155df05706c32,0.0218147398080479
7,PO201807A,1,f2c557df3514fc8e0ed431a8826155df05706c32,9.393849500642737e-4
7,PO201807C,1,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.03300895289996107
7,PO201807C,3,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.0267667013321448
7,PO201807A,3,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.006850670228025919
7,TW201807C,1,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.0030463802841006332
7,TW201807C,3,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.0021132341287311792
7,PO201807A,1,f1e30f6bee6f562594421f929f343cb2dacd2dee,0.029331059032927913
7,TW201807C,3,64b81e9dec0da4bc1f584824bad979734f5782b6,0.0011446684863960553
7,PO201807A,1,6f98e637735b187cd156c79b8f022a0bc63d5fc5,7.416196974191635e-5
7,PO201807C,3,7bb9a2005c9cb37888b0847a0e9636e34c1de988,3.961768929827168e-4
7,TW201807C,3,7bb9a2005c9cb37888b0847a0e9636e34c1de988,7.264242317513428e-4
7,PO201807A,1,7bb9a2005c9cb37888b0847a0e9636e34c1de988,1.483239394838327e-4
7,PO201807C,1,0a2f3681f5d706027b77f239bb43e71db9b9facb,0.0023614895549500456
7,PO201807C,3,0a2f3681f5d706027b77f239bb43e71db9b9facb,9.90442232456792e-5
7,PO201807A,3,0a2f3681f5d706027b77f239bb43e71db9b9facb,0.002151654548152545
7,TW201807C,3,0a2f3681f5d706027b77f239bb43e71db9b9facb,2.8616712159901383e-4
7,PO201807A,1,0a2f3681f5d706027b77f239bb43e71db9b9facb,0.0010011865915158706
7,PO201807C,3,14e21ec9b37d5162dc34cd67d5d5b38e896ff4af,6.437874510969148e-4
7,PO201807A,1,14e21ec9b37d5162dc34cd67d5d5b38e896ff4af,1.9776525264511026e-4
7,PO201807C,1,272070fc59b209fed9db15669b0a43068660c037,8.563643441027637e-4
7,PO201807A,3,272070fc59b209fed9db15669b0a43068660c037,2.473166147301776e-4
7,PO201807A,1,272070fc59b209fed9db15669b0a43068660c037,6.674577276772471e-4
7,PO201807C,1,ff5a51ef5ee096f56a24fa7d9800ef2994661b67,0.001557026080186843
7,PO201807A,3,ff5a51ef5ee096f56a24fa7d9800ef2994661b67,0.0011623880892318347
7,TW201807C,3,ff5a51ef5ee096f56a24fa7d9800ef2994661b67,0.0062516509641630715
7,PO201807A,1,ff5a51ef5ee096f56a24fa7d9800ef2994661b67,0.0022372194205478096
7,PO201807A,3,1be582f4864bb68faa5cc5f7218171f26c3076b0,0.002126922886679527
7,PO201807A,1,1be582f4864bb68faa5cc5f7218171f26c3076b0,0.0014708790665480076
7,PO201807C,1,94226c24e7e007ecc8810dbf0f907b3491a1621d,0.012378357337485402
7,PO201807C,3,94226c24e7e007ecc8810dbf0f907b3491a1621d,0.012033873124350022
7,PO201807A,3,94226c24e7e007ecc8810dbf0f907b3491a1621d,4.4516990651431964e-4
7,TW201807C,1,94226c24e7e007ecc8810dbf0f907b3491a1621d,0.0025329454047578297
7,TW201807C,3,94226c24e7e007ecc8810dbf0f907b3491a1621d,0.0013868098969798362
7,PO201807A,1,94226c24e7e007ecc8810dbf0f907b3491a1621d,0.01399189162464155
7,PO201807C,1,9402a7067c5f07e093e31adf849318245f495bb9,0.0014532243415077202
7,PO201807C,3,9402a7067c5f07e093e31adf849318245f495bb9,0.001609468627742287
7,PO201807C,1,bdbe960e4273c14243ea32eebc40ba40fa6a2824,7.785130400934215e-4
7,PO201807C,3,bdbe960e4273c14243ea32eebc40ba40fa6a2824,4.209379487941366e-4
7,PO201807A,3,bdbe960e4273c14243ea32eebc40ba40fa6a2824,1.236583073650888e-4
7,TW201807C,3,bdbe960e4273c14243ea32eebc40ba40fa6a2824,1.320771330456987e-4
7,PO201807A,1,bdbe960e4273c14243ea32eebc40ba40fa6a2824,2.719272223870266e-4
7,PO201807C,1,74bd536a982117e99a75e40240e0e3b1b1f81a5c,0.0017905799922148696
7,PO201807C,3,74bd536a982117e99a75e40240e0e3b1b1f81a5c,0.0011390085673253108
7,PO201807A,3,74bd536a982117e99a75e40240e0e3b1b1f81a5c,0.003363505960330415
7,TW201807C,1,74bd536a982117e99a75e40240e0e3b1b1f81a5c,0.009823720691425638
7,TW201807C,3,74bd536a982117e99a75e40240e0e3b1b1f81a5c,0.00235537553931496
7,PO201807C,1,58f62c44424a119a1d0f5b707d97c27eb50427a0,3.114052160373686e-4
7,PO201807C,3,58f62c44424a119a1d0f5b707d97c27eb50427a0,9.90442232456792e-4
7,PO201807A,3,58f62c44424a119a1d0f5b707d97c27eb50427a0,1.4838996883810655e-4
7,PO201807A,1,58f62c44424a119a1d0f5b707d97c27eb50427a0,3.2136853554830415e-4
7,PO201807A,3,3f4e6b388d3ccb17760c90af04d06c65d1e9ae4b,0.004896868971657516
7,TW201807C,3,3f4e6b388d3ccb17760c90af04d06c65d1e9ae4b,0.00539314959936603
7,PO201807A,1,3f4e6b388d3ccb17760c90af04d06c65d1e9ae4b,2.1012558093542964e-4
7,PO201807C,1,cccf695db35ac9caeedd9e09360089c98e2630c4,0.010561826910600753
7,PO201807C,3,cccf695db35ac9caeedd9e09360089c98e2630c4,0.003317981478730253
7,PO201807A,3,cccf695db35ac9caeedd9e09360089c98e2630c4,0.006999060196864026
7,TW201807C,1,cccf695db35ac9caeedd9e09360089c98e2630c4,0.00561355468081465
7,TW201807C,3,cccf695db35ac9caeedd9e09360089c98e2630c4,0.0032799154706348505
7,PO201807A,1,cccf695db35ac9caeedd9e09360089c98e2630c4,0.007082468110353011
7,TW201807C,3,aa841063bfdd9694e55b6096c9bbeeef81ae07ca,0.0030377740600510696
7,PO201807C,1,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.009809264305177113
7,PO201807C,3,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.015624226217005894
7,PO201807A,3,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.007988326655784736
7,TW201807C,1,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.001232243710422728
7,TW201807C,3,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.002751606938452056
7,PO201807A,1,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,0.00668693760506279
7,PO201807A,3,0b602149cf1612e4cf6c8d8f18eb18ad3b382f34,4.946332294603552e-4
7,PO201807A,1,0b602149cf1612e4cf6c8d8f18eb18ad3b382f34,6.921783842578859e-4
7,PO201807A,1,e612cd1d28af77c2378a9fd9f8e53f591f58f991,2.966478789676654e-4
7,TW201807C,3,0b8ff0c1fa32b248eebeb30d112ea7a57afbd9f1,0.003764198291802413
7,PO201807C,3,43cdd9bcff01e80713af243417de400f0b175a07,7.675927301540137e-4
7,PO201807A,3,43cdd9bcff01e80713af243417de400f0b175a07,0.001310778058069941
7,PO201807A,1,43cdd9bcff01e80713af243417de400f0b175a07,7.416196974191634e-4
7,PO201807C,1,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,0.0019722330349033344
7,PO201807C,3,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,1.980884464913584e-4
7,PO201807A,3,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,0.003759212543898699
7,TW201807C,1,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,0.0029094643162758858
7,TW201807C,3,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,6.603856652284935e-5
7,PO201807A,1,40854a33df3c8477f132f3b34d9ffb8e4d586f2e,6.056560862256502e-4
7,TW201807C,3,83e6324f2139a0f80e0c972ebdfe726755091028,0.001232719908426521
7,PO201807A,3,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,3.7097492209526634e-4
7,TW201807C,3,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,0.0019371312846702474
7,PO201807A,1,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,0.0017304459606447148
7,PO201807C,1,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.012611911249513429
7,PO201807C,3,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.00735403357599168
7,PO201807A,3,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.006479695305930652
7,TW201807C,1,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.0029779223001882593
7,TW201807C,3,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.0023773883948225764
7,PO201807A,1,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,0.007675763868288342
7,PO201807C,1,3e397079f8596a3ea555de69becf96955f64a96c,0.03350201115868691
7,PO201807C,3,3e397079f8596a3ea555de69becf96955f64a96c,0.02483533897885406
7,PO201807A,3,3e397079f8596a3ea555de69becf96955f64a96c,0.014468021961715387
7,TW201807C,1,3e397079f8596a3ea555de69becf96955f64a96c,0.0012664727023789148
7,TW201807C,3,3e397079f8596a3ea555de69becf96955f64a96c,0.0013427841859646034
7,PO201807A,1,3e397079f8596a3ea555de69becf96955f64a96c,0.011890635815287254
7,TW201807C,1,6667a9090bbbf900fc104f144a3f52c731a6e20a,0.0013691596782474755
7,TW201807C,3,6667a9090bbbf900fc104f144a3f52c731a6e20a,0.0010125913533503565
7,PO201807A,1,6667a9090bbbf900fc104f144a3f52c731a6e20a,5.314941164837338e-4
7,PO201807C,1,3e967b2cb1139cdab2f062fe0005898007a2d247,7.785130400934215e-4
7,PO201807A,3,3e967b2cb1139cdab2f062fe0005898007a2d247,2.473166147301776e-4
7,TW201807C,3,fa77b3f727c4b2db407a91a43add98776f5eb394,2.4214141058378092e-4
7,PO201807C,1,2181778941918192f3757252608988995e43daae,0.005190086933956144
7,PO201807C,1,a89a09379d8d22efdefd9f06f1c4f04c80da5c65,0.004515375632541845
7,PO201807C,3,a89a09379d8d22efdefd9f06f1c4f04c80da5c65,0.0012628138463824097
7,PO201807A,3,a89a09379d8d22efdefd9f06f1c4f04c80da5c65,0.010436761141613493
7,TW201807C,3,a89a09379d8d22efdefd9f06f1c4f04c80da5c65,5.943470987056441e-4
7,PO201807A,1,a89a09379d8d22efdefd9f06f1c4f04c80da5c65,0.011210817759319688
7,TW201807C,1,6e40c3f03b96a58ecb00055de8fe474733146ac7,0.004757829881909978
7,TW201807C,3,17585e5fc601ba25d02d211cce3435af5a395c4d,0.00805670511578762
7,PO201807C,1,c83a5f3b726a6786746809a9eb59a56251e77fbc,0.010743479953289217
7,PO201807C,3,c83a5f3b726a6786746809a9eb59a56251e77fbc,0.0012628138463824097
7,PO201807A,3,c83a5f3b726a6786746809a9eb59a56251e77fbc,0.01498738685264876
7,TW201807C,1,c83a5f3b726a6786746809a9eb59a56251e77fbc,0.001198014718466541
7,TW201807C,3,c83a5f3b726a6786746809a9eb59a56251e77fbc,4.40257110152329e-4
7,PO201807A,1,c83a5f3b726a6786746809a9eb59a56251e77fbc,0.007193711064965885
7,PO201807A,3,c5cbf370a4a5071e8fcff0863048524a4f0c1698,0.0024731661473017755
7,PO201807C,3,3587389f9d6768a244c7ffd5d6940ccd0596b4b0,0.001609468627742287
7,TW201807C,1,3587389f9d6768a244c7ffd5d6940ccd0596b4b0,0.024918706144104057
7,TW201807C,3,3587389f9d6768a244c7ffd5d6940ccd0596b4b0,0.014330368935458308
7,PO201807A,1,3587389f9d6768a244c7ffd5d6940ccd0596b4b0,7.663403539998022e-4
7,PO201807A,3,52a3ead0281795007b0fea2cfcf0e92bb722c71b,4.946332294603552e-4
7,PO201807A,1,52a3ead0281795007b0fea2cfcf0e92bb722c71b,0.001174231187580342
7,TW201807C,3,89775a04e3eb408cdab2fd09ca3942e5fdbe1deb,1.9811569956854804e-4
7,TW201807C,3,422d4fe71439b6a3fcf11eb88b4b6470aeccf522,0.0012767456194417539
7,PO201807C,1,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.0033476060724017126
7,PO201807C,3,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.0011637696231367306
7,PO201807A,3,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.001335509719542959
7,TW201807C,1,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.023138798562382337
7,TW201807C,3,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.009443515012767457
7,PO201807A,1,f25e5a2bcf228cabf78df6466d42e0a454dfb898,0.002941758133096015
7,PO201807C,1,1d0feeb28407e7cc72277f0486ab8cef519630d3,2.0760347735824576e-4
7,PO201807A,3,1d0feeb28407e7cc72277f0486ab8cef519630d3,1.4838996883810655e-4
7,TW201807C,1,1d0feeb28407e7cc72277f0486ab8cef519630d3,0.001608762621940784
7,TW201807C,3,1d0feeb28407e7cc72277f0486ab8cef519630d3,7.704499427665757e-4
7,PO201807A,1,1d0feeb28407e7cc72277f0486ab8cef519630d3,3.584495204192623e-4
7,PO201807C,1,96ddb4a301930e1c051919b441ea809bb85dfc5f,0.004878681717918775
7,PO201807C,3,96ddb4a301930e1c051919b441ea809bb85dfc5f,0.008294953696825633
7,PO201807A,3,96ddb4a301930e1c051919b441ea809bb85dfc5f,0.0010634614433397635
7,TW201807C,1,96ddb4a301930e1c051919b441ea809bb85dfc5f,0.002156426493239774
7,PO201807A,1,96ddb4a301930e1c051919b441ea809bb85dfc5f,0.0027439928804509047
7,PO201807C,3,416cd3c509c24460bbaba8f96bc67c672de2bc08,2.723716139256178e-4
7,PO201807A,3,416cd3c509c24460bbaba8f96bc67c672de2bc08,0.0015828263342731364
7,PO201807A,1,416cd3c509c24460bbaba8f96bc67c672de2bc08,1.9776525264511026e-4
7,TW201807C,3,e5444fe67bc52a849c9341dde0bcdb2867966bf2,3.962313991370961e-4
7,PO201807A,3,3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,0.0011871197507048524
7,TW201807C,3,3c49432fd565e4279cf4b706a8e33dffcdc9fcfe,4.40257110152329e-4
