bio,Hash,Miseq_run,PCR1_prop,PCR2_prop
CP201709C,5b6a4080a2355e8fe072da483b5cd4820cf64329,4,0.002638733407964177,0
CP201709C,5cc177770b8a0d07bf6a3603c78c99812ab120bf,4,0.0031984647369262755,0.0013446392799319447
CP201709C,5ea3e5f9f5b217b39bc303871d907b6536ed24fa,4,0.01103470334239565,0
CP201709C,60b75e5357c65a3ee9e9f91593d1ac6dee39b1d4,4,3.1984647369262754e-4,0
CP201709C,62c8c2cd6fb10ed10d887c13b23d42be002bc4ff,4,0,1.6464970774676875e-4
CP201709C,62fc23fa5d999f01735d5a067a589a83f0ddc03c,4,0,3.018577975357427e-4
CP201709C,64b81e9dec0da4bc1f584824bad979734f5782b6,4,7.596353750199904e-4,0.0011525479542273812
CP201709C,65be932ba79946306a24076cf0e15d584f443e15,4,0.003358387973772589,0.0028264866496528636
CP201709C,65f34abe7b2b761c4ef0ad75b8e1ee48d3638e43,4,0.0010195106348952503,0
CP201709C,67b2f44d90d95348a5dac8d855192046ace7bd0e,4,0.0013393571085878778,0.0024697456162015314
CP201709C,68df9429cde7f934e640055cf1917c794d57c786,4,3.59827282904206e-4,0
CP201709C,696e2384bd43b4225dcdb9f49ea09be6497331d6,4,8.196065888373581e-4,0
CP201709C,697fbe5e6d2f6b4cf245da433e53d868cd1acfbc,4,3.59827282904206e-4,8.781317746494333e-4
CP201709C,6a61f02226b9a49bb60b1a15bd632cc908900be3,4,5.9971213817367666e-5,0
CP201709C,6b6fb75175b8d847bc3b2ce553a8e1396f5a78f6,4,7.996161842315688e-5,0
CP201709C,6c8a24dc9a68fb951192b9d67b123b76ef14c802,4,0.007656324964017271,0.007326911994731209
CP201709C,6d7ba0aca6487ccc6a16b8d82aa2046999cacf54,4,0,8.232485387338437e-5
CP201709C,6d8f18e083aeab5650788d87deafeaf6e88587c9,4,0.0011594434671357747,0.0032381109190197854
CP201709C,6f98e637735b187cd156c79b8f022a0bc63d5fc5,4,0.030225491763953304,0.015998463269394362
CP201709C,701f6cd216b7032d0ee38f59158046dccb1581ac,4,0.003058531904685751,0.006860404489448698
CP201709C,70e24320d41fbcf7da684cebc8bdf7eb8caf0335,4,9.995202302894611e-5,7.134820669026646e-4
CP201709C,71963779b3f1802cce5847f30cf1f498eec6dee0,4,0,2.1953294366235834e-4
CP201709C,7236e50def7a5ec9163f88b1677fd8e60f942642,4,9.995202302894611e-5,0
CP201709C,7237bd9dda56dafaf30572f138dae69d125c24c6,4,0.03828162482008636,0.030103454899700885
CP201709C,72578db460133572b99abee59168203edd60d420,4,5.997121381736767e-4,0.001070223100353997
CP201709C,73c15fa0e4ca79abc78c962a87e06008aee52111,4,3.798176875099952e-4,0.002140446200707994
CP201709C,7a449b2e9fa6a617b2d0467b004ffd5ea7591e0d,4,4.997601151447306e-4,0.001454405751763124
CP201709C,7a57c9dbd7b24dce9db21f770aa8a31dab53051b,4,7.996161842315688e-5,0
CP201709C,7aac7e0c9ed379585a661a15a8e0653a6a118af1,4,0,0.0020032381109190197
CP201709C,7b38367c269d576ddc878ac1c307059b4a28eb29,4,4.597793059331521e-4,0
CP201709C,7be9b1e29a01bbf1b1fce56f741c9042cc39bdf7,4,0.0012993762993762994,0.0034850854806399386
CP201709C,7d7698edcad1d1c7b8fcff114f4d6f10957e386b,4,6.996641612026228e-4,0
CP201709C,7d7b641c6c396bf8a3f5b962b2d09f4e06b1893a,4,3.1984647369262754e-4,5.488323591558959e-4
CP201709C,7ddd952eee892d307da6fe02f5ad98ade084b431,4,6.396929473852551e-4,0
CP201709C,808c4219e24597f8abd715649f4f258682b96f9e,4,1.1994242763473533e-4,0
CP201709C,80cb3ab197b6527771c46906f322e3980f7de15f,4,0,2.744161795779479e-4
CP201709C,842c5c414c07c88333cd4302106066382901d7d0,4,4.997601151447306e-4,0
CP201709C,84778b35e3ff24c5d8d40c8e0e7341e183ef93d3,4,0.002438829361906285,0
CP201709C,8790d1dec74eaaad4222d42eb6e01b66061a877e,4,3.3983687829841673e-4,4.3906588732471667e-4
CP201709C,87d36b743aa038ef851a63d5a6c337fadcdc8b8f,4,5.39740924356309e-4,5.21390741198101e-4
CP201709C,888254ed2050a200299416d502ab0a2e6687f501,4,0,1.6464970774676875e-4
CP201709C,894db39f7f4dd05d5ab0cbdf6683aa400ac920d0,4,0.006237006237006237,0.0028264866496528636
CP201709C,895bdf890bac6cf3ef78535ca20c0cb63e2ed50a,4,1.3993283224052454e-4,0
CP201709C,89a320a774131a1e0fd52f7fa9fa7bacf8d82d13,4,2.3988485526947067e-4,1.0976647183117917e-4
CP201709C,89fc35163987643601467ac2cba240dc656c8de0,4,7.996161842315688e-5,0
CP201709C,8a1c9da427aa6f155aaa44acd2708f79db93e1d1,4,0.0018591076283383976,0.001728821931341072
CP201709C,8aa502aa4d1febf1b330b1580ea799b6ff3a1421,4,0,1.3720808978897396e-4
CP201709C,8b74ea17f3ecb6eac5452828eaf739a4de714456,4,8.99568207260515e-4,0.0020306797288768145
CP201709C,8c5e2bfffdc5cd9cd361418340588876cf6e9eb2,4,5.9971213817367666e-5,0
CP201709C,8cae38028b5d827be52e85a14313c032a835d826,4,1.9990404605789222e-4,0
CP201709C,8cb1fe61fcce2f30782698988bae890106bde2c7,4,2.9985606908683834e-4,5.762739771136906e-4
CP201709C,8da6a90264f11ade3077e3ec214bc9995e17e14c,4,0.018890932352470816,0.020581213468346092
CP201709C,8dfe3276f2396d889a1d727f1e32c11ab587c5da,4,0.027786662402047017,0.03583875305288
CP201709C,8e126c5923c468f36d45160dd3be31cf83211923,4,2.598752598752599e-4,0
CP201709C,8ed86d28b47d580151538ef7312aadff9e3c9c31,4,0,0.001042781482396202
CP201709C,8f04336b2978b5342b5cd8a74d6c0fd86703e0cd,4,0,2.469745616201531e-4
CP201709C,8fa140ee62537e533f2a822b417c9412543ed261,4,7.996161842315688e-5,0
CP201709C,8fc9f7469891f620403a3f21b75c1f195e03f527,4,0,8.232485387338437e-5
CP201709C,9037140a5f5ca0707b6b45ed79faa6a0c3ce4b38,4,0.0010195106348952503,0
CP201709C,913bd86c3638ee2b616020e99a80420b229b822a,4,0.003778186470494163,0.002332537526412557
CP201709C,93aea946659c4d36b1beb1225dfc6d8df252dce3,4,2.798656644810491e-4,0
CP201709C,9402a7067c5f07e093e31adf849318245f495bb9,4,0,0.0015641722235943032
CP201709C,9416ce15bc01d62cebe7eee6e8b5df81ddb3a04e,4,0,4.665075052825115e-4
CP201709C,9437d6eaec552c7835b94017016e8a57829d4fdd,4,7.996161842315688e-5,0
CP201709C,944bb8892985c3b0bab1ad78c99d9342fd72a825,4,1.3993283224052454e-4,8.232485387338437e-5
CP201709C,94695f8c872f82ab195802ad07ac536442cefece,4,0.007176555253478331,0.002799045031695069
CP201709C,948a0db287c69929645d5e8503a79ec348be275c,4,5.9971213817367666e-5,0
CP201709C,9555e17ab6cbc7d49c16b2c2971bb5fc75b81183,4,3.998080921157844e-5,0
CP201709C,97e3962540158cf005d4942c53d7e9fbc6c5730d,4,7.996161842315688e-5,0
CP201709C,984c43b2fbaf89effac01093a4f20c9d4bfbbb39,4,0.00769630577322885,0.012513377788754425
CP201709C,9909d915e1e3968426bcaeee708fd603f9eb8be6,4,0,2.744161795779479e-4
CP201709C,99b2d4047cd213d6a1a5e254c569ab3f2b13d453,4,4.1979849672157363e-4,0
CP201709C,9aacc069e53aea24f5efa3d5aba659f2f11a607d,4,5.197505197505198e-4,0
CP201709C,9ba84255da188b331a6f528376f6ea80a426b346,4,0,9.604566285228177e-4
CP201709C,9c09a763d6c811768737dd27009813b61564de01,4,0.0033983687829841677,0
CP201709C,9c53914905c617460d9bd49c101ce533973cc1c0,4,5.9971213817367666e-5,0
CP201709C,9ce1ab4e0f6cb99c549f9ef7a35e7f3405add1e3,4,0,2.469745616201531e-4
CP201709C,9db7f795225326af4bb6f1bfe2907b18f5c71276,4,0,4.939491232403062e-4
CP201709C,a1046b1f553849484fe3b8fd284c6be4e2af1d5a,4,0,1.6464970774676875e-4
CP201709C,a1fbc2578cf8b5b24f5ceb31e22a9f9fb2130488,4,1.3993283224052454e-4,0
CP201709C,a31d4e16bf8a39f654272a1186dba2dda26ab921,4,3.59827282904206e-4,0
CP201709C,a32e82d286736d2b048404aa0ef38af8a844db47,4,0,5.4883235915589584e-5
CP201709C,a53e682ec259e2d127531a70b0e7351477d355b5,4,0,0.0029636947394418374
CP201709C,a5637fdf9bc3b1352d7921d3992ed81db20998d2,4,4.1979849672157363e-4,0
CP201709C,a5874f68db2c06438a807d2ceb889a1c0c3e0250,4,0,8.506901566916386e-4
CP201709C,a64ab751b69ad1c2dc45814951dd0b3fce5c88aa,4,0.03444346713577483,0.04944979555994621
CP201709C,a70bab44796e190d5b81ce48ee3d7b579add02c0,4,2.9985606908683834e-4,1.3720808978897396e-4
CP201709C,a91d739617862ee1a4830f1e77ee6c1465705fc8,4,8.99568207260515e-4,0
CP201709C,aa558edf6e3d4e1edf529b751b4acb553ba12110,4,2.9985606908683834e-4,0
CP201709C,ab566f7d054179b9bc3ea7f8879cb7ceb7df333c,4,0,2.469745616201531e-4
CP201709C,ab9bc185cbab15dba05ea2a044795fa11b9c929b,4,3.998080921157844e-5,0
CP201709C,ad4dfaacc17a5aa11bdae849ad57595ef9877f44,4,0.0036582440428594275,0.006558546691912955
CP201709C,ad505fae33afb30b008b05493274a86b90dfb19c,4,0,8.232485387338437e-5
CP201709C,adb6bebe24ca9d2758cd90e8a83282fe40c24287,4,2.1989445066368144e-4,0
CP201709C,addd510d21a0e0ab961149983a2048af43a0483d,4,0.002638733407964177,0
CP201709C,ae3eb63414d8c1bb606efb9cb03881f29fd8027b,4,0.01925075963537502,0.011607804396147196
CP201709C,ae5d67ac31be4c4e21002ed23507a70b94917b7b,4,0,1.0976647183117917e-4
CP201709C,af46b7864b588cd097445758d2ae15221886af86,4,3.798176875099952e-4,0.0036222935704289124
CP201709C,af55f83e8bc1dae6fd7e3d9c3ce94c1930c87b98,4,0.0013793379177994562,0
CP201709C,afaefcbc6c76795b1add8c2f11628717a9db6e54,4,0,7.683653028182542e-4
CP201709C,b0df7ca7364a49d20b2f01ac908edd3bce22829b,4,2.9985606908683834e-4,0.0012074311901429707
CP201709C,b1a34b52e9dbe50cc0e7728a1c7595dcf1351f25,4,0.004317927394850472,0.004665075052825114
CP201709C,b303f87de05e0458b9be7cc94c55bd09c590a9a0,4,0.0011994242763473534,7.683653028182542e-4
CP201709C,b3b7552ad4cb087f2533f45f05c840503002203e,4,0.028966096273788582,0.026783019126807715
CP201709C,b46eb16e5cde5d8c0f1cc199f13513dd2c0b87b5,4,7.996161842315688e-5,0
CP201709C,b5c54c111eb9ed6b896dad8022f1ae1a3d6ae0cf,4,5.997121381736767e-4,0
CP201709C,b70d573788bac5c497e7da782393931e1f14e4f9,4,2.798656644810491e-4,1.0976647183117917e-4
CP201709C,b76fe3ac07d315662bcd29512e243160c56dff92,4,5.9971213817367666e-5,0
CP201709C,b7e3540a26d62d17eeddf23d57f0cf27f2c15db0,4,0,0.002250212672539173
CP201709C,b83748e52f77eafd23ec54c593b34cd11cef9438,4,0,0.0018111467852144562
CP201709C,b8b41a035eb07b5cb20e20e0699caa0e17162456,4,7.596353750199904e-4,0
CP201709C,b8fa6b69798c0a1b93eefe0efd297cca3a7ece98,4,0.0056572845034383494,0.005104140940149831
CP201709C,b985bd256d8d431d64480963abbd05efc83a1ded,4,2.3988485526947067e-4,0.001454405751763124
CP201709C,b9e82298bdb5889cf6a09180286d947d8f73f522,4,0.006057092595554134,0
CP201709C,ba037c5747f64d983c0fc4f34104fc367b8bae71,4,2.3988485526947067e-4,0
CP201709C,bb8c0ff1c2329d06c969ffe845ffaa1e2d3afecd,4,3.3983687829841673e-4,0
CP201709C,bc6b1aeae602820e9af67763214c3b38c6d34f7c,4,0,7.409236848604594e-4
CP201709C,bccac54ad7babc9191848eab06023ee35501cc72,4,0.007916200223892531,0.0077110946461403365
CP201709C,c30ea3746b77ab3df9a248887219ce7ec3ae816c,4,0,3.292994154935375e-4
CP201709C,c3c1ef0408edec25739fa543e038faeffb828edd,4,1.1994242763473533e-4,0
CP201709C,c52fe830598c7082735418200716ec4b1a163128,4,1.9990404605789222e-4,0
CP201709C,c54bc989c316d1c02e3e8bf6e807f5a7d7541b60,4,0,3.567410334513323e-4
CP201709C,c5c110e01d3238ba797770f43ffac61582905881,4,1.79913641452103e-4,0
CP201709C,c68155c20b0fa5764fa8f131b1c826eebbb9b1bc,4,0,3.841826514091271e-4
CP201709C,c7027d91ab60910dc53c30c56195c0c61ef433f3,4,1.3993283224052454e-4,0
CP201709C,c770016f14d297194d21859a099a36519b97635a,4,0.015012793858947705,0.0158063719436898
CP201709C,c845851daf582de7a588dac1c525e0b4ec91ee6c,4,0.0017591556053094515,0
CP201709C,c86edf42afe1847e481b41dc9d0c5e33829cb6c6,4,0.007016632016632017,0.003155786065146401
CP201709C,c9ea56e8f469d0252c2a3944c7f9990ba143a838,4,0,3.567410334513323e-4
CP201709C,ce465de2d5eab6d2a8b28475acba5fceb44f5871,4,0.01617223732608348,0
CP201709C,cf7b5f37d4e8e5f85b38f5d9afece8fad464bf82,4,0,0.001454405751763124
CP201709C,d21137b6a1acb9f0513ec20b4fb777f3188c446c,4,3.998080921157844e-5,0
CP201709C,d3f645d099a7147be9e4f8269b25b28c5f45a2f9,4,0.0011394530625299857,0
CP201709C,d4912fca8a756d97baa6cea58c696ff660a942f9,4,3.9980809211578443e-4,0
CP201709C,d525996b1ef1fc40898a04f7e01fa150185967e8,4,6.996641612026228e-4,0
CP201709C,d5e1ff78b138202ba240a4a2308cc8e60e999bc9,4,0.0013793379177994562,0
CP201709C,d8ed22edb9b4c9c2eccdde41cecb635458209e93,4,0.005777226931073085,0.00521390741198101
CP201709C,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,4,0.0011594434671357747,3.567410334513323e-4
CP201709C,d9480688cc9dd1ccd5b4bdc4a154fcf465f15b42,4,0.0014193187270110346,0.0036222935704289124
CP201709C,dbdba9250d2cf501a901b272a99e73aeb32ded5f,4,5.9971213817367666e-5,0
CP201709C,dc2bdea8d8ea1c1e8dfd2b081e22dc90dc382a32,4,8.595873980489365e-4,0
CP201709C,dc34e94bd5439da3754292d7fd9c187bf4b8c1fe,4,0,2.469745616201531e-4
CP201709C,dd6e4b3ca4d834e16ce537d5232af5d0c17c9e5b,4,0,5.488323591558959e-4
CP201709C,de6cedebbb4314d1094146288e39b1c959f04a26,4,0,6.860404489448698e-4
CP201709C,df4ae90fdf6f65f370032215119abfbc30e26150,4,1.1994242763473533e-4,0
CP201709C,e294b257e9eaf219586d0deec990b0d66720bb9b,4,0.012214137214137215,0.018138909470102358
CP201709C,e64f574c4605dc812aceebd1d2a7d4607f42bd4d,4,0.005437390052774668,0.0021678878186657887
CP201709C,e99d1668c1d0134c149b205d148ef407abb3e995,4,0,0.0011251063362695865
CP201709C,ea04995490980f55ece173074d43109100c4392b,4,3.998080921157844e-5,0
CP201709C,eb2836b7bee247fb8e3fade0b8122212ab61a1da,4,2.9985606908683834e-4,1.9209132570456355e-4
CP201709C,eb66fbd5c2043f04ec49ef7eae67dea713e4413b,4,0,8.232485387338437e-5
CP201709C,eb955fe16a8e9b8f9dfd55106ea5cbe15da081c1,4,0,5.762739771136906e-4
CP201709C,ebac5f719d1a9f3d1c98b6d4edb08e5e01538450,4,0,4.939491232403062e-4
CP201709C,ecbcc3bd709776326a720729ad74c020c160aa3a,4,0.0016791939868862945,5.488323591558959e-4
CP201709C,ecd0c104bc20e5156f37544beeb7afebb92d5c45,4,3.3983687829841673e-4,0
CP201709C,ecf9796a8a5c6a3c44ce9eabcc9c438ea5bb1345,4,0,0.0024697456162015314
CP201709C,ed83c876fe70a93b33ed78adb4e9f1137173e387,4,2.1989445066368144e-4,0
CP201709C,ee65f338c0677ea6b4255f8e4c679526cbb3f3ef,4,5.197505197505198e-4,8.781317746494333e-4
CP201709C,ee8e68641ac8ab35b03b53f4e2e094931d309cbf,4,0.0030185510954741724,0.0012897560440163552
CP201709C,eea155981587fcfa6def3b832ddab848ea3c7e15,4,5.197505197505198e-4,0
CP201709C,eef81bf5ae39fe7a0671a872d055f4f30c165175,4,0,4.665075052825115e-4
CP201709C,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,4,0.07416440108747802,0.07436678466562388
CP201709C,f0a9552a6916e3796822d596241801a37558b7e7,4,9.995202302894611e-5,0
CP201709C,f14dcb3a079b3b7590e2166cb50f82b68d30f5b2,4,0,0.0015092889876787135
CP201709C,f241da1f32e83878c6276cc483179ada34c66dc2,4,0.012513993283224053,0.013912900304601959
CP201709C,f6b896d380dfc9c49f3c6dd6b362268cb36b99ae,4,4.7976971053894133e-4,0
CP201709C,f6d8419fb1bae74e6b47e71e101be681b3cad570,4,0.0013393571085878778,0.0015092889876787135
CP201709C,f88e520eb2aa1ecc233ab3ed55e66e516219cb0d,4,5.797217335678874e-4,0
CP201709C,f8cc939e969331c93d31ef139a62816b20d1e395,4,0.0029985606908683833,0.0035948519524711176
CP201709C,f99daae0a239011190db359c7a132d19e8f8057e,4,0,1.6464970774676875e-4
CP201709C,fb61e8b0dac281b8e2b2df71af444948ff170080,4,1.3993283224052454e-4,0
CP201709C,fb92d3a9f0440a521a6940407635e880a9fbd1e2,4,1.3993283224052454e-4,1.9209132570456355e-4
CP201709C,fe741eacccd370d7a3b2a4a7b71e706d023d05ec,4,1.5992323684631377e-4,0
CP201709C,ffb235d925624478a738750dadda3920853f330f,4,9.995202302894611e-5,0
CP201805A,00616a421c92928530cd4f6653722e00616d21e7,8,0.012115243679003298,0.006495531779287526
CP201805A,0244c3b08a291753001b6b09435e0d4ba4a31ba8,8,5.496518871381459e-4,0
CP201805A,025ce601a1384bf0e3144114bce2be7535f17245,8,0,0.005831061931301954
CP201805A,046c0e222effb13acf1e601bbeff8e97407bf1a5,8,0.0024047270062293883,0
CP201805A,05909dba0821d108468cbd21e015e337f69cd24c,8,0.011199157200439722,0
CP201805A,059645e8dca2af371e9585d4795139183cc380df,8,0,8.13636548553761e-5
CP201805A,06cc97e7dd24f5c060644b0f39de8867d854b156,8,0.005679736167094174,0
CP201805A,07510ad89f63cff48b0f709e46b8a128550df974,8,4.351410773176988e-4,0
CP201805A,07eb5de6ef5e07f5c7ad85ff352de90a3bfb7a6b,8,0.004191095639428362,0
CP201805A,081bb410ee3a49169a8a59f581013963159ff819,8,0.0014428362037376327,0
CP201805A,093bbb8fdc9aab728870ddf6839309eeb33860da,8,0,0.0073498501552689745
CP201805A,0a49483133e51146bdd83743e4becbf75fe4700c,8,1.3741297178453647e-4,0
CP201805A,0a6c39c31b47ebe9d9f2ba838244afc7f3617ffd,8,0.0018779772810553316,7.322728936983849e-4
CP201805A,0b602149cf1612e4cf6c8d8f18eb18ad3b382f34,8,0,0.04557720732815318
CP201805A,0c0c6cf91154d722fbbdd5496519acd13c0efb07,8,3.6643459142543056e-4,1.2204548228306415e-4
CP201805A,0c87f85f145d132bf4f869eb1479d4f5431fd822,8,6.870648589226824e-5,0
CP201805A,0ec9aa525aa6d222a5478be1baa44cb48e89dac9,8,0.0023818248442652986,0
CP201805A,0f4382479f2a0e642e152cfbe2279ae151e5f5e0,8,0.01829882740930744,0.00939750213579594
CP201805A,0f8cc9d6bd90a4b97b0d7c5aa02b29b409a1c269,8,0,0.0010034850765496385
CP201805A,11a112ced1c85e620f6d97d82281a1bb58614e67,8,0.009435690729204837,0.002590076346229473
CP201805A,12292744e5144c1330aa84782903033ccefec249,8,0,4.610607108471313e-4
CP201805A,12953c44424b9ed7f5ee73cdf1f8a7dac68df11d,8,7.099670208867717e-4,0
CP201805A,135564e9c33f7abcb19bbdbfc571af0ea2c77f82,8,0,0.02652455148285261
