ext_rep,station_id,Year,line.station,Rpt_Line,Rpt_Sta,standard.haul.factor,volume.filtered,proportion.sorted,ID_mifish,ID_microscopy,larval_counts,bio_rep,1,2,3
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Diaphus,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Diaphus theta,Diaphus theta,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Diogenichthys atlanticus,Diogenichthys atlanticus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Diogenichthys laternatus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Electrona risso,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Engraulidae,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Engraulis mordax,Engraulis mordax,2,1996_80_60_1,5836,16148,15090
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Eopsetta jordani,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Epinephelus analogus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Genyonemus lineatus,Genyonemus lineatus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Glyptocephalus zachirus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Gonichthys tenuiculus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Halichoeres californica,Halichoeres californica,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Hippoglossina stomata,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Hippoglossus stenolepis,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Hygophum,Hygophum reinhardtii,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Icelinus cavifrons,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Icelinus filamentosus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Icelinus oculatus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Ichthyococcus irregularis,Ichthyococcus irregularis,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Icichthys lockingtoni,Icichthys lockingtoni,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Idiacanthus antrostomus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Lampanyctus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Lampanyctus tenuiformis,MISSING,NA,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Lepidopsetta bilineata,Lepidopsetta bilineata,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Lestidiops,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Lestidiops ringens,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Leuresthes tenuis,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Leuroglossus stilbius,Leuroglossus stilbius,1,1996_80_60_1,1634,1273,2202
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Liparis mucosus,Liparis mucosus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Lipolagus ochotensis,Lipolagus ochotensis,1,1996_80_60_1,2413,5474,4968
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Loweina rara,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Lyopsetta exilis,Lyopsetta exilis,0,1996_80_60_1,611,292,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Macroramphosus gracilis,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Melamphaes,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Melamphaes lugubris,Melamphaes lugubris,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Melamphaes parvus,Melamphaes parvus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Menticirrhus undulatus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Merluccius productus,Merluccius productus,2,1996_80_60_1,1652,2403,3610
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Microstoma,1,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Microstomus pacificus_clade,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Microstomus pacificus,Microstomus pacificus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Mola mola,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Myctophidae,Myctophidae,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Myctophum nitidulum,Myctophum nitidulum,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Nannobrachium,Nannobrachium,1,1996_80_60_1,429,1400,651
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Nannobrachium regale,Nannobrachium regale,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Nannobrachium ritteri,Nannobrachium ritteri,0,1996_80_60_1,266,773,846
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Nansenia candida,Nansenia candida,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Nansenia crassa,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Neoclinus stephensae,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Notolychnus valdiviae,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Notoscopelus resplendens,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Odontopyxis trispinosa,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Oncorhynchus keta,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Ophiodon elongatus,Ophiodon elongatus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Opisthoproctidae,MISSING,NA,1996_80_60_1,0,71,182
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Opostomias mitsuii,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Orthonopias triacis,Orthonopias triacis,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Oxylebius pictus,Oxylebius pictus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Paralabrax clathratus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Paralepididae,Paralepididae,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Paralichthys californicus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Parophrys vetulus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Parvilux ingens,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Peprilus simillimus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Perciformes,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Pholis ornata,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Plectobranchus evides,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Pleuronectidae,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Pleuronichthys coenosus,Pleuronichthys coenosus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Pleuronichthys decurrens,Pleuronichthys decurrens,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Pleuronichthys verticalis,Pleuronichthys verticalis,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Poromitra crassiceps,Poromitra crassiceps,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Protomyctophum crockeri,Protomyctophum crockeri,0,1996_80_60_1,51,170,265
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Radulinus asprellus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Rathbunella hypoplecta,Rathbunella,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Rhinogobiops nicholsii,Rhinogobiops nicholsii,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Ruscarius creaseri,Ruscarius creaseri,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Ruscarius meanyi,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Sardinops sagax,Sardinops sagax,0,1996_80_60_1,10071,17396,12483
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Scomber japonicus,Scomber japonicus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Scopelogadus bispinosus,Scopelogadus mizolepis bispinosus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Scopelosaurus,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Sebastes,Sebastes,1,1996_80_60_1,8484,19902,14226
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Sebastolobus,Sebastolobus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Sebastolobus altivelis,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Seriola dorsalis,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Spirinchus starksi,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Stenobrachius,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Stenobrachius leucopsarus,Stenobrachius leucopsarus,9,1996_80_60_1,50593,96083,94781
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Stenobrachius nannochir,MISSING,NA,1996_80_60_1,1296,4843,3204
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Sternoptyx,Sternoptyx,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Stichaeidae,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Stomias atriventer,Stomias atriventer,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Symbolophorus californiensis,Symbolophorus californiensis,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Syngnathus leptorhynchus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Tarletonbeania crenularis,Tarletonbeania crenularis,0,1996_80_60_1,14,39,57
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Tetragonurus cuvieri,Tetragonurus cuvieri,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Thunnus,MISSING,NA,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Trachipterus altivelis,Trachipterus altivelis,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Trachurus symmetricus,Trachurus symmetricus,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Triphoturus mexicanus,Triphoturus mexicanus,0,1996_80_60_1,1076,2358,1522
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Vinciguerria sp.,Vinciguerria lucetia,0,1996_80_60_1,0,0,0
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Xystreurys liolepis,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,MISSING,Zaniolepis frenata,0,1996_80_60_1,NA,NA,NA
1,1996_80_60,1996,80 60,80,60,4.86,433.6,0.5,Zaniolepis latipinnis,Zaniolepis latipinnis,0,1996_80_60_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Acanthocybium solandri,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Actinopteri,Disintegrated fish larvae,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Agonidae,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Ammodytes personatus,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Anoplopoma fimbria,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Paralepididae,Arctozenus risso,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Argentina sialis,1,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Argentiniformes,MISSING,NA,1996_86.7_50_1,23,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Argyropelecus,0,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Argyropelecus aculeatus,Argyropelecus,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Argyropelecus affinis,Argyropelecus affinis,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Argyropelecus lychnus,Argyropelecus lychnus,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Argyropelecus sladeni,Argyropelecus sladeni,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Aristostomias scintillans,Aristostomias scintillans,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Artedius corallinus,Artedius lateralis,0,1996_86.7_50_1,50,190,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Artedius lateralis,Artedius lateralis,0,1996_86.7_50_1,0,0,6
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Atherinomorus,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Atherinops affinis,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Bathyagonus,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Bathylagidae,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Bathylagoides wesethi,Bathylagoides wesethi,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Bathylagus pacificus,Bathylagus pacificus,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Benthalbella dentata,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Brosmophycis marginata,Brosmophycis marginata,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Cataetyx rubrirostris,Cataetyx rubrirostris,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Caulolatilus princeps,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Ceratoscopelus townsendi,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Chaenopsis alepidota,0,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Chauliodus macouni,Chauliodus macouni,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Cheilotrema saturnum,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Chiasmodontidae,Chiasmodon subniger,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Chilara taylori,0,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Chitonotus pugetensis,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Citharichthys,Citharichthys,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Citharichthys sordidus,Citharichthys sordidus,0,1996_86.7_50_1,3014,8775,4855
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Citharichthys stigmaeus,Citharichthys stigmaeus,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Citharichthys xanthostigma,Citharichthys,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Clupea pallasii,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Clupeiformes,0,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Cololabis saira,Cololabis saira,0,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Coryphaenoides yaquinae,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Cottidae,MISSING,NA,1996_86.7_50_1,0,0,0
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,MISSING,Cyclothone,0,1996_86.7_50_1,NA,NA,NA
1,1996_86.7_50,1996,86.7 50,86.7,50,4.98,138.2,0.475,Cyclothone atraria,Cyclothone signata,0,1996_86.7_50_1,0,0,0
